numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga;ano;mes;lat;lon;bairro
2018-032675275-001;24/07/2018 17:30;24/07/2018 18:58; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA CIVIL  ;NÃO;0;605743.31;7793110.46;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.9894435435802;-19.955629254520375;Betânia
2018-032677259-001;24/07/2018 18:19;24/07/2018 19:12; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;602635.47;7789083.58;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-44.01891582015319;-19.992180225545827;Santa Cruz (Barreiro)
2018-032682684-001;24/07/2018 19:06;24/07/2018 19:50; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;608001.34;7791159.91;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.967752168648175;-19.97312882793279;Buritis
2018-032685060-001;24/07/2018 19:03;24/07/2018 20:07; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;609992.24;7803718.07;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.94947571133203;-19.859551038173535;Jaraguá
2018-032688471-001;24/07/2018 17:12;24/07/2018 20:33; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;608395.1;7807841.48;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.96496941745142;-19.82238375679588;São João Batista (Venda Nova)
2018-032702254-001;24/07/2018 21:44;24/07/2018 22:23; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;40;605339.11;7793433.95;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.99332444903499;-19.952728358869265;Vista Alegre
2018-032443223-002;23/07/2018 13:56;23/07/2018 14:41; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;608098.38;7797547.14;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.96720015665524;-19.91541308948483;Prado
2018-032468136-001;23/07/2018 14:48;23/07/2018 16:09; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;609220.9;7805417.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.956942132217016;-19.844238299931376;Itapoã
2018-032469431-001;23/07/2018 14:52;23/07/2018 16:16; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;607544.64;7793768.72;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.9722693429345;-19.94958287789135;Adelaide
2018-032471311-001;23/07/2018 15:44;23/07/2018 16:23; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;604194.84;7809193.14;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-44.00514773914635;-19.81039883050163;Lagoa
2018-032471340-001;23/07/2018 15:51;23/07/2018 16:23; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611581.73;7794409.88;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.93373343538421;-19.943562438425424;Carmo
2018-032499739-001;23/07/2018 17:35;23/07/2018 18:37; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;604506.11;7799378.87;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-44.00162150459721;-19.89905867438301;Primavera
2018-032511070-001;23/07/2018 18:34;23/07/2018 19:49; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606204.96;7796701.73;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.98523950254852;-19.923155796626084;Coração Eucarístico
2018-032514980-001;23/07/2018 16:40;23/07/2018 20:18; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;604604.81;7792736.46;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-44.00030130894009;-19.959070069837754;Vista Alegre
2018-032520056-001;23/07/2018 18:30;23/07/2018 21:02; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;611280.89;7806018.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.93730789367787;-19.838692422821293;Santa Isabel
2018-032520489-001;23/07/2018 21:02;23/07/2018 21:07; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;611827.01;7801851.16;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.93184130210937;-19.87631489537671;Palmares
2018-032530080-001;23/07/2018 21:35;23/07/2018 22:35; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;613311.5;7794155.11;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.91719038025732;-19.945764329302314;Cruzeiro
2018-032562661-001;24/07/2018 07:41;24/07/2018 08:04; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605836.61;7798624.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.98886902023107;-19.905801483862753;Jardim Montanhês
2018-032562674-001;24/07/2018 08:04;24/07/2018 08:05; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;610384.62;7808005.94;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.94598429412048;-19.82078666517307;Celestino
2018-032563612-002;24/07/2018 06:54;24/07/2018 09:28; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;604286.31;7808761.75;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-44.00425021995666;-19.814291791730803;Lagoa
2018-032563822-002;24/07/2018 07:37;24/07/2018 09:34; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;608461.31;7791564.19;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.9633803129658;-19.969450432146672;Estoril
2018-032566854-001;24/07/2018 08:00;24/07/2018 08:43; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;607712.66;7805454.84;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.97134622043661;-19.843985647255007;Santa Amélia
2018-032577133-001;24/07/2018 08:00;24/07/2018 11:43; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;608522.25;7808925.07;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;07;-43.96381888828464;-19.812586058110053;Vila Capri
2018-007116342-001;09/02/2018 06:50;16/02/2018 14:02; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA CIVIL  ;NÃO;0;613274.02;7805292.63;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.91823231128486;-19.845137074907313;Aarão Reis
2018-007127383-001;11/02/2018 16:30;16/02/2018 14:53; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;604183.75;7801225.37;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-44.00480500395524;-19.882392004333962;Castelo
2018-007155760-001;05/02/2018 16:10;19/02/2018 08:53; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA CIVIL  ;NÃO;0;611896.25;7796329.8;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.93084502119177;-19.92619756303448;Funcionários
2018-007164169-001;16/02/2018 16:47;16/02/2018 17:31; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;606023.7;7798852.42;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.98709492396239;-19.903733421904203;Jardim Montanhês
2018-007168938-001;16/02/2018 17:00;16/02/2018 17:56; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;606121.06;7810206.37;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.986816284837424;-19.80114045114657;Conjunto Colar
2018-007169710-001;16/02/2018 17:55;16/02/2018 18:01; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;607156.89;7802450.19;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.976479062289016;-19.871164341753886;Ouro Preto
2018-007171039-001;16/02/2018 17:55;16/02/2018 18:07; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610581.45;7797398.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.943470312181454;-19.91661872091669;Centro
2018-007171565-001;16/02/2018 17:13;16/02/2018 18:10; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;602982.11;7794643.64;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-44.01591439719936;-19.9419245928886;Camargos
2018-007175102-001;16/02/2018 16:16;16/02/2018 18:29; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;609425.98;7802385.03;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.954804404598455;-19.871627262445347;São Francisco
2018-007185230-001;16/02/2018 18:49;16/02/2018 19:41; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;601399.66;7788893.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-44.030717055472714;-19.99396120966335;Castanheira II (Vale do Jatobá)
2018-007209908-001;16/02/2018 22:10;16/02/2018 22:41; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;609194.98;7803950.33;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.95710302764665;-19.85749720415588;Jardim Liberdade
2018-007211411-001;16/02/2018 22:21;16/02/2018 22:54; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;614873.36;7800622.76;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.9026704311604;-19.8872368074616;Nova Vista
2018-007255108-001;17/02/2018 08:03;17/02/2018 09:32; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;613074.95;7805434.19;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.920141828066434;-19.843869567007438;Guarani
2018-007265094-001;17/02/2018 10:30;17/02/2018 11:33; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611824.63;7795538.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.93148118814841;-19.933351486696292;Funcionários
2018-007265720-001;17/02/2018 11:11;17/02/2018 11:38; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;606648.45;7805861.06;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.98153160595268;-19.840373600196784;Santa Amélia
2018-007267102-001;17/02/2018 11:02;17/02/2018 11:52; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;4;CALCAMENTO     ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605520.74;7804406.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.99221677675672;-19.853577613509543;Bandeirantes (Pampulha)
2018-007280848-001;17/02/2018 13:48;17/02/2018 14:26; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;608273.62;7791423.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.96516565513927;-19.97073098588047;Buritis
2018-007285593-001;17/02/2018 14:50;17/02/2018 15:02; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611086.33;7797118.65;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.93863028830664;-19.919116514131073;Centro
2018-007287486-001;17/02/2018 14:31;17/02/2018 15:18; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;60;606295.22;7793821.43;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.9842108318259;-19.949175321630936;Nova Cintra
2018-007293702-001;17/02/2018 15:45;17/02/2018 16:06; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;605986.27;7810183.61;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.988101733337054;-19.801353390274233;Conjunto Colar
2018-007316044-001;17/02/2018 18:34;17/02/2018 18:38; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610138.24;7794889.15;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.94755425671572;-19.939314393270205;Santo Antônio
2018-007323165-001;17/02/2018 19:08;17/02/2018 20:01; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;609104.81;7795101.5;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.95744074542174;-19.937453981038587;Gutierrez
2018-007324787-001;17/02/2018 18:50;17/02/2018 19:51; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;606122.52;7793918.0;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.985866584532;-19.94831221296259;Nova Cintra
2018-007327239-001;17/02/2018 17:54;17/02/2018 20:11; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;605287.02;7806951.09;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.99459342797463;-19.830598428957632;Copacabana
2018-007350798-001;17/02/2018 23:10;17/02/2018 23:41; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;60;611056.91;7796468.39;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.93887213793921;-19.92499342727302;Centro
2018-007355524-001;17/02/2018 23:30;17/02/2018 23:29; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;603054.12;7794632.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-44.01522571893553;-19.94202315086451;Vila Magnesita
2018-007362119-001;17/02/2018 22:38;18/02/2018 00:37; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;603076.53;7801954.24;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-44.015421016823176;-19.875865110201303;Urca
2018-007365231-001;18/02/2018 00:36;18/02/2018 01:09; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;60;608158.34;7800332.46;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.96679071659794;-19.89024353211775;Novo São Francisco
2018-007366643-001;17/02/2018 23:31;18/02/2018 01:27; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;604482.01;7800467.43;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-44.00191335663218;-19.889224371589407;Alípio de Melo
2018-007368040-001;18/02/2018 00:39;18/02/2018 01:45; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;614140.73;7804915.32;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.90993306523501;-19.848495755912687;Novo Aarão Reis
2018-007383731-001;18/02/2018 05:19;18/02/2018 08:27; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;606145.67;7810340.61;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.986589028900724;-19.799926197348494;Conjunto Colar
2018-007395868-001;18/02/2018 10:04;18/02/2018 10:56; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;607320.1;7811699.61;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.97545622021526;-19.787583091556783;Esplendor (Venda Nova)
2018-007405718-001;18/02/2018 12:42;18/02/2018 15:42; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;600595.31;7790125.74;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-44.03847261373451;-19.982870723988178;Tirol
2018-007410491-001;18/02/2018 14:00;18/02/2018 14:04; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611414.21;7794794.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.935357336937166;-19.94009584517006;Carmo
2018-007414095-001;18/02/2018 14:14;18/02/2018 14:34; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606686.55;7797892.13;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.98070751130056;-19.912373811148196;Padre Eustáquio
2018-007417359-001;21/01/2018 11:40;18/02/2018 15:03; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611180.23;7793571.74;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;01;-43.93751897652217;-19.95115817276928;Santa Rita de Cássia
2018-007424006-001;18/02/2018 15:09;18/02/2018 15:58; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;609991.55;7808890.63;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2018;02;-43.949789572662894;-19.81281529942956;Satélite
