numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga;ano;mes;lat;lon;bairro
2019-000068523-001;01/01/2019 16:56;01/01/2019 17:34; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;609447.12;7800419.29;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.954485999169094;-19.889387123775403;Aparecida
2019-000078033-001;01/01/2019 18:09;01/01/2019 19:02; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611086.36;7797118.61;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.9386299992977;-19.91911687382868;Centro
2019-000080688-001;01/01/2019 18:47;01/01/2019 19:27; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;604768.27;7795070.34;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.998872279408225;-19.937973833880683;Alto dos Pinheiros
2019-000084238-001;01/01/2019 19:12;01/01/2019 20:04; H04000;QUEDA DE PESSOA DE VEICULO                        ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;600959.75;7789205.25;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-44.0349388758293;-19.991168810813562;Tirol
2019-000091803-001;01/01/2019 20:29;01/01/2019 21:30; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;609682.42;7809885.36;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.95279963365811;-19.803844880847105;Serra Verde (Venda Nova)
2019-000096546-001;01/01/2019 21:10;01/01/2019 22:15; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;616705.34;7804640.18;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.885426591512314;-19.850830297128613;Vista do Sol
2019-000123960-001;02/01/2019 06:08;02/01/2019 07:15; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;606467.74;7806037.96;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.98326731624378;-19.838785077656834;Santa Amélia
2019-000127523-001;02/01/2019 07:52;02/01/2019 08:20; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;609907.21;7799966.24;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.95006447107619;-19.89345469061997;Aparecida
2019-000131337-001;02/01/2019 08:31;02/01/2019 09:13; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA MILITAR;NÃO;0;611409.29;7798697.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.93564042015264;-19.904832194843635;Concórdia
2019-000132069-001;02/01/2019 08:24;02/01/2019 09:02; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;607103.72;7801932.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.9769568453917;-19.875845049599825;Ouro Preto
2019-000150844-001;02/01/2019 10:11;02/01/2019 11:07; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611469.35;7794124.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;01;-43.93478989753287;-19.946147249032748;São Pedro
2019-026818107-001;07/06/2019 13:08;07/06/2019 14:11; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;605630.26;7792377.44;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.99048167094422;-19.962258470960233;Betânia
2019-026830261-001;07/06/2019 13:09;07/06/2019 15:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611395.46;7794792.89;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.93553637876889;-19.940112549617638;São Pedro
2019-026835630-001;07/06/2019 13:40;07/06/2019 15:23; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;602574.43;7788724.27;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.01947913568921;-19.99542995049084;Santa Cruz (Barreiro)
2019-026842281-001;07/06/2019 15:18;07/06/2019 15:52; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;612664.22;7799928.3;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.923728070131794;-19.893640194251617;Silveira
2019-026842448-001;07/06/2019 15:10;07/06/2019 15:53; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;609939.71;7801977.35;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.949873802746716;-19.875281917169115;São Francisco
2019-026848207-001;07/06/2019 14:27;07/06/2019 16:59; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;602972.58;7802319.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.01643419712176;-19.872569212467123;Urca
2019-026856692-002;07/06/2019 16:11;07/06/2019 17:22; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;606736.98;7796057.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.98011945734221;-19.92894645290558;Nova Suíça
2019-026862029-001;07/06/2019 15:25;07/06/2019 17:20; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;615626.81;7800022.69;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.89543648912783;-19.89261400580653;Nova Vista
2019-026863913-001;01/06/2019 06:00;07/06/2019 17:29; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA CIVIL  ;NÃO;0;609314.38;7802704.64;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.955889141705676;-19.868745736373704;Indaiá
2019-026873200-001;07/06/2019 17:37;07/06/2019 18:13; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;613818.91;7800193.58;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.912715252293964;-19.891176311220402;Santa Inês
2019-026874588-001;07/06/2019 17:51;07/06/2019 18:44; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;607091.03;7800692.57;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.97700613328657;-19.887048689854165;Engenho Nogueira
2019-026878517-001;07/06/2019 18:01;07/06/2019 18:37; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;608586.28;7797374.17;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.96252901063567;-19.916948790806657;Prado
2019-026880425-001;07/06/2019 16:40;07/06/2019 21:10; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;607380.37;7803410.85;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.97440054026851;-19.862472149944104;São José
2019-026881066-001;07/06/2019 18:06;07/06/2019 18:54; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610279.95;7797335.33;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.946346804914675;-19.917204579576794;Carlos Prates
2019-026881432-001;07/06/2019 18:14;07/06/2019 18:55; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611527.83;7794971.8;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.934282496065755;-19.938488482701086;Carmo
2019-026881809-001;07/06/2019 18:56;07/06/2019 18:58; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;608299.51;7808362.27;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.965912496455964;-19.817683504350494;São João Batista (Venda Nova)
2019-026887154-001;17/05/2019 16:00;07/06/2019 19:33; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;616382.51;7804507.53;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;05;-43.88850094201779;-19.852048050499654;Vista do Sol
2019-026890461-001;07/06/2019 20:02;07/06/2019 20:06; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;604717.55;7808351.73;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.00010994714581;-19.817973519996404;Céu Azul
2019-026893935-001;07/06/2019 18:44;07/06/2019 22:53; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;605307.69;7799244.19;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.993956957658774;-19.900232436889276;Manacás
2019-026896590-001;07/06/2019 18:12;07/06/2019 21:02; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606611.53;7799098.38;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.981493928483225;-19.901479028942138;Jardim Montanhês
2019-026897961-001;07/06/2019 20:35;07/06/2019 21:12; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;609653.47;7808358.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.952985705090455;-19.81764422397085;Ana Lúcia (Venda Nova)
2019-026898323-001;07/06/2019 20:40;07/06/2019 21:15; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611984.69;7797147.83;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.93004983316536;-19.91880142767911;Floresta
2019-026898380-001;07/06/2019 20:19;07/06/2019 21:15; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;604763.9;7792233.9;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.99875242103241;-19.96360230216424;Betânia
2019-026899616-001;07/06/2019 21:20;07/06/2019 21:56; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;601643.23;7790434.87;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.02847439673816;-19.9800230210828;Átila de Paiva
2019-026905812-001;07/06/2019 19:19;07/06/2019 22:06; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;POLICIA MILITAR;NÃO;0;613771.25;7800141.24;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.913167248749076;-19.891651991773323;Santa Inês
2019-026907549-001;07/06/2019 21:54;07/06/2019 22:17; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610714.58;7797164.03;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.9421844320714;-19.918727660833817;Centro
2019-026909040-001;07/06/2019 19:40;07/06/2019 22:25; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611469.35;7794124.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.93478989753287;-19.946147249032748;São Pedro
2019-026910317-001;07/06/2019 21:21;07/06/2019 22:33; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;609095.03;7793975.07;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.957467387415306;-19.94763209837895;Luxemburgo
2019-026916552-001;07/06/2019 23:11;07/06/2019 23:15; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;40;607986.0;7790919.03;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.96788459969674;-19.975306089719595;Buritis
2019-026919333-001;07/06/2019 22:03;07/06/2019 23:34; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;30;610532.27;7806270.28;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.94447106108933;-19.836460582409586;Planalto
2019-026922744-001;07/06/2019 23:04;07/06/2019 23:58; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;606008.33;7806501.09;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.987680538005336;-19.834625443230777;Parque Copacabana
2019-026932583-001;08/06/2019 01:03;08/06/2019 02:28; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;607487.48;7794227.3;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.97284231866322;-19.945442638502392;Jardim América
2019-026937062-001;08/06/2019 02:47;08/06/2019 02:49; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;612130.42;7796465.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.92861610848427;-19.92495828961363;Funcionários
2019-026952440-001;08/06/2019 06:30;08/06/2019 07:45; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605669.69;7799991.19;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.99054182851009;-19.893463421200927;Jardim Alvorada
2019-026952619-001;08/06/2019 04:19;08/06/2019 07:48; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;607659.07;7807021.41;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.97194903418005;-19.829834024449266;Conjunto Helena Antipoff
2019-026954150-001;08/06/2019 07:50;08/06/2019 08:09; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;603415.35;7790632.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.01154915991353;-19.978139890608432;Santa Maria Goretti
2019-026955807-001;08/06/2019 07:50;08/06/2019 08:32; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;605909.41;7793127.81;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.98785736142778;-19.955463449788457;Betânia
2019-026958315-001;08/06/2019 08:41;08/06/2019 09:03; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;610132.46;7803720.29;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.948136785633736;-19.859523082522237;Jaraguá
2019-026959730-001;08/06/2019 07:02;08/06/2019 09:17; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;603898.42;7799123.39;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.00741190606742;-19.901399518551383;Primavera
2019-026968007-001;08/06/2019 10:05;08/06/2019 10:44; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;608504.86;7804675.04;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.96373591811097;-19.8509876308948;São Luiz (Pampulha)
2019-026972741-001;08/06/2019 10:50;08/06/2019 11:33; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;611510.63;7804046.53;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.93499539519684;-19.856497263715177;Minaslândia (P Maio)
2019-026975836-001;08/06/2019 11:58;08/06/2019 13:15; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;608893.71;7795364.09;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.95947321602616;-19.935093237839812;Gutierrez
2019-026977430-001;08/06/2019 12:03;08/06/2019 12:29; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;602146.39;7787630.67;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.02350943775194;-20.0053336167768;Distrito Industrial (Vale do Jatobá)
2019-026979260-001;08/06/2019 12:17;08/06/2019 12:56; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;612274.41;7803139.68;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.92764664229603;-19.864647145861788;Primeiro de Maio
2019-026980735-001;08/06/2019 12:14;08/06/2019 13:12; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;607710.74;7808717.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.971554296601724;-19.814502435940902;Candelária
2019-026980839-001;08/06/2019 12:22;08/06/2019 13:13; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;611688.04;7805443.02;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.9333855331678;-19.843869474886933;Heliópolis
2019-026983362-001;08/06/2019 12:32;08/06/2019 13:38; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605650.35;7805985.61;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.991069232810055;-19.839302394803333;Copacabana
2019-026991553-001;08/06/2019 13:07;08/06/2019 15:05; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;604752.04;7799658.48;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-43.99928820674389;-19.896519088643974;Manacás
2019-026996180-001;08/06/2019 13:35;08/06/2019 15:09; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;604145.55;7793771.82;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2019;06;-44.004748575251305;-19.949739877692675;Madre Gertrudes
