numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga;ano;mes;lat;lon;bairro
2017-034415415-001;11/11/2017 13:08;11/11/2017 15:12; H01002;ABALROAMENTO COM VITIMA                           ;2;CHUVA          ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605508.38;7799722.58;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.9920672770258;-19.895899149292195;Jardim Alvorada
2017-034432572-001;11/11/2017 14:29;11/11/2017 17:28; H09002;COLISAO DE VEICULOS COM VITIMA                    ;4;NUBLADO        ;1;ASFALTO        ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;605206.16;7806337.18;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.99533061087217;-19.836149736867572;Copacabana
2017-034437506-001;10/11/2017 19:11;11/11/2017 18:12; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;608184.12;7809137.93;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.96705941280181;-19.810681482263693;Candelária
2017-034438990-001;11/11/2017 17:38;11/11/2017 18:25; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610915.45;7797020.8;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.940256853895754;-19.92001034769549;Centro
2017-034439665-001;11/11/2017 18:25;11/11/2017 18:31; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;605899.16;7805545.49;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.98866826406438;-19.843265617736773;Jardim Atlântico
2017-034441978-001;11/11/2017 18:43;11/11/2017 18:51; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;607508.8;7795047.32;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.972686527634835;-19.938032343802327;Jardim América
2017-034444289-001;11/11/2017 10:30;11/11/2017 19:12; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA CIVIL  ;NÃO;0;611384.7;7800917.83;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.93600935313458;-19.88477304282618;Ipiranga
2017-034453656-001;11/11/2017 18:15;11/11/2017 20:53; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;608431.34;7797927.32;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.964041728148835;-19.91195954995489;Pedro II
2017-034454479-001;11/11/2017 20:09;11/11/2017 21:04; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;0;               ;POLICIA MILITAR;NÃO;0;604253.22;7794505.55;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-44.00376135013707;-19.943104586574883;Jardinópolis
2017-034459995-001;11/11/2017 20:22;11/11/2017 21:59; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;610096.55;7808262.59;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.94874985085363;-19.818483960814074;São Pedro (Venda Nova)
2017-034462371-001;11/11/2017 19:59;11/11/2017 22:21; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611593.7;7793620.35;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.93357115929923;-19.950695288627337;Sion
2017-034463560-001;11/11/2017 21:15;11/11/2017 22:31; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;606800.21;7795937.21;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.9795083762774;-19.930030928033805;Nova Suíça
2017-034481430-001;11/11/2017 23:08;12/11/2017 01:08; H08002;CHOQUE MECANICO COM VITIMA                        ;2;CHUVA          ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610421.22;7795702.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.94489933279483;-19.9319494734162;Lourdes
2017-034484488-001;12/11/2017 00:23;12/11/2017 01:45; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611185.27;7794773.5;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.93754346499146;-19.94029976456525;São Pedro
2017-034492926-001;12/11/2017 00:35;12/11/2017 03:33; H01002;ABALROAMENTO COM VITIMA                           ;2;CHUVA          ;2;CONCRETO       ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;609384.91;7802502.84;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.95520361559728;-19.870565113485565;Indaiá
2017-034507430-001;12/11/2017 07:35;12/11/2017 09:04; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;2;CHUVA          ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;70;604763.9;7792233.9;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.99875242103241;-19.96360230216424;Betânia
2017-034508281-001;12/11/2017 06:10;12/11/2017 09:20; H01002;ABALROAMENTO COM VITIMA                           ;2;CHUVA          ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;612466.15;7796317.55;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.92539966245737;-19.926275410074773;Funcionários
2017-034512721-001;12/11/2017 09:29;12/11/2017 10:32; H01002;ABALROAMENTO COM VITIMA                           ;2;CHUVA          ;1;ASFALTO        ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;60;611920.15;7797259.31;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.93067316815178;-19.917797894044654;Floresta
2017-034522034-001;12/11/2017 07:20;12/11/2017 12:42; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;610720.55;7802065.59;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.94242158136671;-19.874440522965788;Parque São João Batista
2017-034523446-001;12/11/2017 06:50;12/11/2017 12:59; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;606622.77;7802457.16;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.98158056732073;-19.871130598693874;Ouro Preto
2017-034530526-001;12/11/2017 12:51;12/11/2017 14:17; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;0;               ;POLICIA MILITAR;NÃO;0;599215.52;7788549.25;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-44.05157452885951;-19.997186041976303;Marilândia (Jatobá)
2017-034542953-001;12/11/2017 14:35;12/11/2017 16:14; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;609246.44;7808807.02;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.95689814848169;-19.81361243668633;Venda Nova
2017-034547420-001;12/11/2017 13:20;12/11/2017 16:48; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;609594.42;7808238.13;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.953542363513655;-19.818733127143297;Ana Lúcia (Venda Nova)
2017-034560695-001;12/11/2017 12:14;12/11/2017 18:33; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;4;NUBLADO        ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;613886.89;7803032.95;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.9122410346572;-19.86551813989802;Nossa Senhora da Saúde
2017-034563855-001;12/11/2017 18:02;12/11/2017 18:59; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;614791.81;7796000.45;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.90316150959125;-19.929004721853595;Vila Fazendinha
2017-034567446-001;12/11/2017 18:50;12/11/2017 19:30; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;609336.57;7797988.36;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.95539780794898;-19.91135745576784;Bonfim
2017-034570885-001;12/11/2017 17:13;12/11/2017 20:01; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;614195.06;7803540.19;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.909329367551315;-19.86091714498413;Nossa Senhora da Saúde
2017-034571040-001;12/11/2017 18:20;12/11/2017 20:03; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;610381.68;7794883.51;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.945227978116534;-19.939351556834456;Santo Antônio
2017-034573757-001;12/11/2017 18:58;12/11/2017 20:28; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA MILITAR;NÃO;0;608744.97;7804338.74;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.961423283412024;-19.854012877360596;Pampulha
2017-034578461-001;12/11/2017 14:26;12/11/2017 21:10; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA MILITAR;NÃO;0;609357.32;7791608.01;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.954820361882845;-19.96900427490013;Estoril
2017-034581650-001;12/11/2017 20:37;12/11/2017 21:39; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;610480.88;7794153.63;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.94423634130608;-19.94594054190774;Santo Antônio
2017-034586427-001;12/11/2017 19:20;12/11/2017 22:18; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;604224.9;7807308.8;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-44.00475479999394;-19.827423189418425;Céu Azul
2017-034588100-001;12/11/2017 20:29;12/11/2017 22:30; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;POLICIA MILITAR;NÃO;0;606983.89;7796941.19;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.97781182171368;-19.920949563336674;Humaitá
2017-034603980-001;12/11/2017 21:39;13/11/2017 00:52; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;611764.66;7805124.79;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.932634691747324;-19.84674039184609;Heliópolis
2017-034604656-001;12/11/2017 20:49;13/11/2017 00:59; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;611158.13;7810036.89;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.93872106355498;-19.802392627227917;Jacqueline
2017-034624594-001;12/11/2017 05:51;13/11/2017 08:04; H08002;CHOQUE MECANICO COM VITIMA                        ;2;CHUVA          ;1;ASFALTO        ;0;               ;POLICIA MILITAR;NÃO;70;604993.07;7797290.17;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.99685099791026;-19.917904733651536;Dom Cabral
2017-034633398-001;12/11/2017 21:50;13/11/2017 09:21; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;606608.08;7809924.47;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.982150842951114;-19.803661122460113;Conjunto Colar
2017-034637944-001;13/11/2017 06:20;13/11/2017 09:50; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;608422.23;7809177.45;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.96478852893889;-19.81031124224788;Vila Capri
2017-034640844-001;13/11/2017 04:16;13/11/2017 10:08; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;0;               ;POLICIA MILITAR;NÃO;0;605828.91;7810062.36;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.98959702922185;-19.80245744294704;Paraúna (Venda Nova)
2017-035695302-001;20/11/2017 09:41;20/11/2017 10:43; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;613150.93;7794335.8;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.918735704960596;-19.944141119685103;Serra
2017-035695538-001;20/11/2017 07:01;20/11/2017 10:44; H09002;COLISAO DE VEICULOS COM VITIMA                    ;2;CHUVA          ;1;ASFALTO        ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;605836.61;7798624.66;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.98886902023107;-19.905801483862753;Jardim Montanhês
2017-035698832-001;20/11/2017 08:26;20/11/2017 11:03; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA MILITAR;NÃO;0;600272.51;7789848.45;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-44.04154258021136;-19.985392861060284;Conjunto Túnel Ibirité
2017-035699720-001;20/11/2017 09:43;20/11/2017 10:57; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;POLICIA MILITAR;NÃO;0;611548.64;7797285.41;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.9342238335565;-19.91758338424828;Barreiro de Cima
2017-035705288-001;10/10/2017 17:00;20/11/2017 11:40; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA CIVIL  ;NÃO;0;608807.4;7810194.62;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;10;-43.96117105345454;-19.80109936184536;Conjunto Minascaixa
2017-035706583-001;12/10/2017 06:40;20/11/2017 11:49; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;POLICIA CIVIL  ;NÃO;0;603249.69;7789640.88;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;10;-44.01307655861211;-19.98711223441173;Santa Helena (Barreiro)
2017-035707064-001;20/11/2017 06:30;20/11/2017 11:53; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA CIVIL  ;NÃO;0;612926.44;7797932.72;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.92110123425616;-19.911655449763494;Horto
2017-035707891-001;20/11/2017 11:34;20/11/2017 12:01; H01002;ABALROAMENTO COM VITIMA                           ;4;NUBLADO        ;1;ASFALTO        ;24;OESTE          ;POLICIA MILITAR;NÃO;0;607681.22;7796520.8;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.97112533592231;-19.924709485776145;Calafate
2017-035710904-001;18/11/2017 05:30;20/11/2017 12:30; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA CIVIL  ;NÃO;0;608129.02;7805505.68;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.96737344246649;-19.843503314963353;Itapoã
2017-035711006-001;12/11/2017 09:00;20/11/2017 12:33; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA CIVIL  ;NÃO;0;607404.85;7795020.02;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.973678121895574;-19.938284747744184;Jardim América
2017-035720966-001;20/11/2017 07:23;20/11/2017 13:54; H08002;CHOQUE MECANICO COM VITIMA                        ;2;CHUVA          ;1;ASFALTO        ;23;NORTE          ;POLICIA MILITAR;NÃO;0;614532.17;7806545.59;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.90629611477683;-19.83374306094974;Vila São Judas Tadeu
2017-035721672-001;20/11/2017 13:00;20/11/2017 13:57; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;POLICIA MILITAR;NÃO;0;608512.94;7808609.86;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.963889322019824;-19.815434619643888;Venda Nova
2017-034655162-001;13/11/2017 08:48;13/11/2017 11:31; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;611583.64;7804567.81;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.93432963739087;-19.85178319390831;Minaslândia (P Maio)
2017-034657014-001;12/08/2017 21:00;13/11/2017 11:36; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;POLICIA CIVIL  ;NÃO;0;614012.65;7796998.75;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;08;-43.91066719450393;-19.920030743804105;Paraíso
2017-034658701-001;12/11/2017 01:30;13/11/2017 11:56; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;609991.55;7808890.63;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.949789572662894;-19.81281529942956;Satélite
2017-034659173-001;12/11/2017 17:00;13/11/2017 12:01; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;POLICIA MILITAR;NÃO;0;613869.94;7805493.5;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.912554394030266;-19.84328756677079;Novo Aarão Reis
2017-034666686-001;13/11/2017 09:23;13/11/2017 13:05; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;POLICIA MILITAR;NÃO;0;614903.42;7801918.15;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.90246393068475;-19.875531004719537;Goiânia
2017-034668146-001;10/11/2017 11:40;13/11/2017 13:14; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;24;OESTE          ;POLICIA CIVIL  ;NÃO;0;605375.8;7793983.88;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;11;-43.99300537599997;-19.94775756839193;Nova Cintra
2017-034668813-001;27/09/2017 06:50;13/11/2017 13:16; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;25;PAMPULHA       ;POLICIA CIVIL  ;NÃO;0;610095.34;7802878.13;SIM;NÃO;0;NÃO INFORMADO;00/00/0000;0;NÃO INFORMADO;2017;09;-43.948441112235614;-19.867134340175806;Indaiá
